gene	cluster	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logFC
RPS29	parietal	neuron	gw25	0.73379	0	0.094	1.11634	0.902	0.808	0.65732
RPL34	parietal	neuron	gw25	0.71933	0	0.008	1.00809	0.997	0.989	0.71356
RPL39	parietal	neuron	gw25	0.70627	0	0.035	1.03684	0.985	0.95	0.68117
RPL26	parietal	neuron	gw25	0.70439	0	0.038	1.04034	0.98	0.942	0.67708
RPL37A	parietal	neuron	gw25	0.69246	0	0.061	1.06659	0.977	0.916	0.64923
RPLP2	parietal	neuron	gw25	0.68641	0	0.09	1.11016	0.907	0.817	0.6183
RPS27	parietal	neuron	gw25	0.68443	0	0.035	1.03676	0.987	0.952	0.66016
RPL36	parietal	neuron	gw25	0.6794	0	0.076	1.08827	0.937	0.861	0.6243
RPS15A	parietal	neuron	gw25	0.6513	0	0.085	1.09849	0.948	0.863	0.5929
RPL27	parietal	neuron	gw25	0.64241	0	0.119	1.17098	0.815	0.696	0.54861
RPL35	parietal	neuron	gw25	0.61949	0	0.107	1.13613	0.893	0.786	0.54526
RPL35A	parietal	neuron	gw25	0.6028	0	0.043	1.04654	0.967	0.924	0.57599
RPL31	parietal	neuron	gw25	0.5958	0	0.062	1.07014	0.946	0.884	0.55676
BCL11A	parietal	neuron	gw25	0.59505	0	0.18	1.52632	0.522	0.342	0.38986
RPL23	parietal	neuron	gw25	0.5718	0	0.12	1.16151	0.863	0.743	0.49229
RPL23A	parietal	neuron	gw25	0.56759	0	0.047	1.05287	0.936	0.889	0.53909
RPS17	parietal	neuron	gw25	0.56492	0	0.078	1.09049	0.94	0.862	0.51805
FAU	parietal	neuron	gw25	0.56105	0	0.078	1.09547	0.895	0.817	0.51216
RPS19	parietal	neuron	gw25	0.55308	0	0.01	1.01016	0.994	0.984	0.54752
RPLP1	parietal	neuron	gw25	0.54795	0	0.03	1.03161	0.979	0.949	0.53116
UQCR11	parietal	neuron	gw25	0.53011	0	0.152	1.4	0.532	0.38	0.37865
RPL37	parietal	neuron	gw25	0.52627	0	0.127	1.17963	0.834	0.707	0.44613
RPS13	parietal	neuron	gw25	0.52515	0	0.04	1.04315	0.967	0.927	0.50343
RPL30	parietal	neuron	gw25	0.52018	0	0.084	1.09964	0.927	0.843	0.47305
RPS25	parietal	neuron	gw25	0.51567	0	0.068	1.07916	0.927	0.859	0.47784
RPS15	parietal	neuron	gw25	0.5116	0	0.027	1.02812	0.987	0.96	0.49761
RPL27A	parietal	neuron	gw25	0.46844	0	0.058	1.06395	0.965	0.907	0.44028
TOMM7	parietal	neuron	gw25	0.46713	0	0.143	1.31223	0.601	0.458	0.35599
RPL24	parietal	neuron	gw25	0.46037	0	0.054	1.06	0.954	0.9	0.43431
RPS14	parietal	neuron	gw25	0.45845	0	0.013	1.01327	0.993	0.98	0.45245
RPS18	parietal	neuron	gw25	0.4519	0	0.004	1.00402	0.999	0.995	0.4501
RPL32	parietal	neuron	gw25	0.45036	0	0.01	1.01014	0.996	0.986	0.44584
OST4	parietal	neuron	gw25	0.44801	0	0.14	1.3794	0.509	0.369	0.32479
RPS12	parietal	neuron	gw25	0.44006	0	0.066	1.07604	0.934	0.868	0.40897
RPL28	parietal	neuron	gw25	0.43446	0	0.085	1.10546	0.891	0.806	0.39301
DOK5	parietal	neuron	gw25	0.43254	0	0.117	1.17568	0.783	0.666	0.3679
RPS23	parietal	neuron	gw25	0.42144	0	0.035	1.03708	0.979	0.944	0.40638
RPL21	parietal	neuron	gw25	0.41769	0	0.003	1.00302	0.998	0.995	0.41643
ZFAS1	parietal	neuron	gw25	0.41116	0	0.124	1.26496	0.592	0.468	0.32504
COX7C	parietal	neuron	gw25	0.40792	0	0.092	1.13333	0.782	0.69	0.35993000000000003
NDUFC2	parietal	neuron	gw25	0.4061	0	0.121	1.28947	0.539	0.418	0.31493
MT-ND3	parietal	neuron	gw25	0.40329	0	0.123	1.16712	0.859	0.736	0.34554
COMMD6	parietal	neuron	gw25	0.39589	0	0.104	1.17808	0.688	0.584	0.33605
MIF	parietal	neuron	gw25	0.39389	0	0.096	1.16027	0.695	0.599	0.33948
MT-ND4L	parietal	neuron	gw25	0.39368	0	0.179	1.42926	0.596	0.417	0.27544
TCEB2	parietal	neuron	gw25	0.39252	0	0.105	1.19373	0.647	0.542	0.32882
RPS24	parietal	neuron	gw25	0.38832	0	0.017	1.0174	0.994	0.977	0.38168
RPS20	parietal	neuron	gw25	0.37892	0	0.094	1.12067	0.873	0.779	0.33812
USMG5	parietal	neuron	gw25	0.37589	0	0.103	1.20559	0.604	0.501	0.31179
UBA52	parietal	neuron	gw25	0.3742	0	0.102	1.14468	0.807	0.705	0.32691
COX7A2	parietal	neuron	gw25	0.36584	0	0.06	1.08264	0.786	0.726	0.33792
RPS11	parietal	neuron	gw25	0.36264	0	0.096	1.12355	0.873	0.777	0.32276
ZBTB18	parietal	neuron	gw25	0.35503	0	0.13	1.2544	0.641	0.511	0.28303
FABP7	parietal	neuron	gw25	0.34837	0	0.017	1.01789	0.967	0.95	0.34225
C4orf48	parietal	neuron	gw25	0.34692	0	0.094	1.17248	0.639	0.545	0.29589
SNRPE	parietal	neuron	gw25	0.33179	0	0.123	1.29147	0.545	0.422	0.25691
SNRPD2	parietal	neuron	gw25	0.33179	0	0.113	1.25393	0.558	0.445	0.2646
ATP5J2	parietal	neuron	gw25	0.32666	0	0.096	1.18462	0.616	0.52	0.27575
SON	parietal	neuron	gw25	0.3234	0	0.123	1.28873	0.549	0.426	0.25095
COX6C	parietal	neuron	gw25	0.3186	0	0.081	1.13086	0.7	0.619	0.28174
COX6B1	parietal	neuron	gw25	0.31394	0	0.107	1.2098	0.617	0.51	0.2595
RPS16	parietal	neuron	gw25	0.30732	0	0.067	1.08141	0.89	0.823	0.28418
ATP5L	parietal	neuron	gw25	0.30384	0	0.054	1.07649	0.76	0.706	0.28225
COX6A1	parietal	neuron	gw25	0.30245	0	0.06	1.08785	0.743	0.683	0.27803
TMSB10	parietal	neuron	gw25	0.29848	0	0.006	1.00611	0.988	0.982	0.29667
RPL12	parietal	neuron	gw25	0.28799	0	0.038	1.0411300000000001	0.962	0.924	0.27661
RPS8	parietal	neuron	gw25	0.2751	0	0.021	1.02169	0.989	0.968	0.26926
RPS27A	parietal	neuron	gw25	0.26296	0	0.012	1.01227	0.99	0.978	0.25977
ADGRV1	parietal	rg	gw16	0.86754	0	0.318	1.713	0.764	0.446	0.50644
NR2F1	parietal	rg	gw16	0.70339	0	0.343	1.72211	0.818	0.475	0.40845
POU3F2	parietal	rg	gw16	0.66335	0	0.28	1.82111	0.621	0.341	0.36426
HLA-A	parietal	rg	gw16	0.64357	0	0.3	1.8	0.675	0.375	0.35754
HES6	parietal	rg	gw16	0.63209	0	0.197	1.4417	0.643	0.446	0.43843
JAM3	parietal	rg	gw16	0.63119	0	0.292	2.04286	0.572	0.28	0.30897
TRIM28	parietal	rg	gw16	0.59515	0	0.294	1.75	0.686	0.392	0.34009
SYNE2	parietal	rg	gw16	0.54957	0	0.236	1.39932	0.827	0.591	0.39274
MLC1	parietal	rg	gw16	0.53384	0	0.283	1.8628	0.611	0.328	0.28658
FBXO32	parietal	rg	gw16	0.53377	0	0.22	1.53922	0.628	0.408	0.34678
DDX17	parietal	rg	gw16	0.53122	0	0.245	1.4375	0.805	0.56	0.36955
ATP5B	parietal	rg	gw16	0.50863	0	0.199	1.26747	0.943	0.744	0.40129
NKTR	parietal	rg	gw16	0.5025	0	0.254	1.69972	0.617	0.363	0.29564
TMEM132B	parietal	rg	gw16	0.50074	0	0.26	1.55202	0.731	0.471	0.32264
EIF4G2	parietal	rg	gw16	0.49967	0	0.265	1.55556	0.742	0.477	0.32121
GLTSCR2	parietal	rg	gw16	0.49778	0	0.262	1.52295	0.763	0.501	0.32685
VPS51	parietal	rg	gw16	0.49671	0	0.25	1.97656	0.506	0.256	0.2513
FSTL1	parietal	rg	gw16	0.49212	0	0.238	1.82069	0.528	0.29	0.27029
DPYSL3	parietal	rg	gw16	0.49121	0	0.27	1.85443	0.586	0.316	0.26488
ITGB8	parietal	rg	gw16	0.48773	0	0.239	1.53468	0.686	0.447	0.31781
EEF2	parietal	rg	gw16	0.4824	0	0.165	1.20651	0.964	0.799	0.39983
RPL27A	parietal	rg	gw16	0.48211	0	0.127	1.15047	0.971	0.844	0.41906
FAM107A	parietal	rg	gw16	0.482	0	0.19	1.41943	0.643	0.453	0.33957
GLI3	parietal	rg	gw16	0.47982	0	0.252	1.51324	0.743	0.491	0.31708
UBC	parietal	rg	gw16	0.47808	0	0.081	1.09071	0.974	0.893	0.43832
PNN	parietal	rg	gw16	0.47754	0	0.268	1.55602	0.75	0.482	0.3069
NASP	parietal	rg	gw16	0.47467	0	0.234	1.40696	0.809	0.575	0.33737
AGO3	parietal	rg	gw16	0.46327	0	0.242	1.77814	0.553	0.311	0.26054
SOX9	parietal	rg	gw16	0.45734	0	0.215	1.36942	0.797	0.582	0.33396
PBX1	parietal	rg	gw16	0.45072	0	0.246	1.66129	0.618	0.372	0.27131
SRSF5	parietal	rg	gw16	0.44819	0	0.226	1.42722	0.755	0.529	0.31403
PHIP	parietal	rg	gw16	0.4439	0	0.21	1.32812	0.85	0.64	0.33423
BPTF	parietal	rg	gw16	0.44202	0	0.248	1.67027	0.618	0.37	0.26464
RPL4	parietal	rg	gw16	0.44024	0	0.14	1.16867	0.97	0.83	0.3767
NPY	parietal	rg	gw16	0.43467	0.02574	0.111	1.2775	0.511	0.4	0.34025
CCDC88A	parietal	rg	gw16	0.43288	0	0.236	1.67622	0.585	0.349	0.25825
MTRNR2L12	parietal	rg	gw16	0.43145	0	0.225	1.39405	0.796	0.571	0.3095
HNRNPC	parietal	rg	gw16	0.42175	0	0.224	1.34094	0.881	0.657	0.31452
MAP2	parietal	rg	gw16	0.41661	0	0.259	1.60798	0.685	0.426	0.25909
GPC1	parietal	rg	gw16	0.41506	0	0.234	1.53303	0.673	0.439	0.27075
H2AFX	parietal	rg	gw16	0.41313	0	0.205	1.52835	0.593	0.388	0.27031
WSB1	parietal	rg	gw16	0.41218	0	0.141	1.20143	0.841	0.7	0.34308
AKAP12	parietal	rg	gw16	0.41092	0	0.206	1.3659	0.769	0.563	0.30084
ATRX	parietal	rg	gw16	0.41	0	0.238	1.55478	0.667	0.429	0.2637
ZNF292	parietal	rg	gw16	0.40861	0	0.238	1.62141	0.621	0.383	0.25201
EIF3E	parietal	rg	gw16	0.40831	0	0.223	1.34789	0.864	0.641	0.30292
PTMS	parietal	rg	gw16	0.40739	0	0.134	1.16919	0.926	0.792	0.34844
SCRN1	parietal	rg	gw16	0.40473	0	0.262	1.53579	0.751	0.489	0.26353
KIF1B	parietal	rg	gw16	0.40198	0	0.251	1.53404	0.721	0.47	0.26204
ID2	parietal	rg	gw16	0.39898	0	0.221	1.52745	0.64	0.419	0.26121
RPS6	parietal	rg	gw16	0.39738	0	0.022	1.02249	1	0.978	0.38864
PNISR	parietal	rg	gw16	0.37596	0	0.124	1.17246	0.843	0.719	0.32066
RPS2	parietal	rg	gw16	0.3755	0	0.007	1.00705	1	0.993	0.37288
CALR	parietal	rg	gw16	0.37315	0	0.192	1.29179	0.85	0.658	0.28886
HSP90AA1	parietal	rg	gw16	0.36687	0	-0.009	0.99097	0.988	0.997	0.37021
VCAN	parietal	rg	gw16	0.36326	0	0.201	1.37017	0.744	0.543	0.26512
TPM2	parietal	rg	gw16	0.36213	0	0.206	1.38649	0.739	0.533	0.26119
DDX5	parietal	rg	gw16	0.36123	0	0.186	1.27114	0.872	0.686	0.28418
HNRNPU	parietal	rg	gw16	0.35699	0	0.221	1.41078	0.759	0.538	0.25304
TMSB4X	parietal	rg	gw16	0.35491	0	0	1	1	1	0.35491
MT-ND1	parietal	rg	gw16	0.34738	0	0.019	1.02019	0.96	0.941	0.3405
QKI	parietal	rg	gw16	0.33859	0	0.145	1.19231	0.899	0.754	0.28398
RTN3	parietal	rg	gw16	0.33855	0	0.21	1.33228	0.842	0.632	0.25411
LUC7L3	parietal	rg	gw16	0.33557	0	0.179	1.29538	0.785	0.606	0.25906
HSPH1	parietal	rg	gw16	0.33307	0	0.111	1.19204	0.689	0.578	0.27941
EIF4A2	parietal	rg	gw16	0.32432	0	0.184	1.24932	0.922	0.738	0.2596
RPL13A	parietal	rg	gw16	0.32241	0	0.103	1.11825	0.974	0.871	0.28831
RPL10A	parietal	rg	gw16	0.31822	0	0.032	1.03323	0.995	0.963	0.30799
RPS16	parietal	rg	gw16	0.30056	0	0.052	1.05491	0.999	0.947	0.28491
RPL37A	parietal	rg	gw16	0.29935	0	0.014	1.01421	0.999	0.985	0.29516
HSPA1B	parietal	rg	gw16	0.29779	0	-0.015	0.98441	0.947	0.962	0.30251
HNRNPA1	parietal	rg	gw16	0.29301	0	0.046	1.04863	0.992	0.946	0.27942
HSPA1A	parietal	rg	gw16	0.28459	0	-0.004	0.99593	0.979	0.983	0.28576
TPT1	parietal	rg	gw16	0.27903	0	0.011	1.01113	0.999	0.988	0.27596
MAP1B	parietal	rg	gw16	0.27374	0	0.028	1.02896	0.995	0.967	0.26604
RPL35	parietal	rg	gw16	0.26996	0	0.038	1.03971	0.995	0.957	0.25965
CFL1	parietal	rg	gw16	0.26332	0	0.036	1.0377	0.991	0.955	0.25375
NASP	parietal	rg	gw18	0.56171	5e-5	0.011	1.01592	0.702	0.691	0.55291
HSP90AA1	parietal	rg	gw18	0.4315	9.7e-4	0.004	1.00405	0.991	0.987	0.42976
SON	parietal	rg	gw18	0.4175	6e-5	0.017	1.01878	0.922	0.905	0.4098
RPS27L	parietal	rg	gw18	0.37847	0.02268	-0.016	0.97814	0.716	0.732	0.38693
SUPT16H	parietal	rg	gw18	0.35138	0.01862	0.03	1.06085	0.523	0.493	0.33122
TMSB4X	parietal	rg	gw18	0.34415	0	0	1	1	1	0.34415
DNAJC8	parietal	rg	gw18	0.31935	0.00189	-0.025	0.96329	0.656	0.681	0.33152
UQCR10	parietal	rg	gw18	0.31461	0.00946	0.001	1.00129	0.775	0.774	0.3142
VCAN	parietal	rg	gw18	0.30626	4e-5	-0.041	0.9483	0.752	0.793	0.32295
MT-ND5	parietal	rg	gw18	0.30267	0.02175	-0.035	0.96196	0.885	0.92	0.31464
YWHAE	parietal	rg	gw18	0.29868	0.00863	0.005	1.00522	0.963	0.958	0.29713
PSMB2	parietal	rg	gw18	0.29227	0.0059	-0.025	0.95622	0.546	0.571	0.30566
CBX5	parietal	rg	gw18	0.29107	0.01315	0.005	1.0079	0.638	0.633	0.28879
TPI1	parietal	rg	gw18	0.28664	0.02261	-0.025	0.97062	0.826	0.851	0.29532
HSBP1	parietal	rg	gw18	0.26297	0.01614	-0.042	0.95233	0.839	0.881	0.27613
STMN2	parietal	rg	gw18_2	2.22916	0	0.21	1.45064	0.676	0.466	1.53667
SOX11	parietal	rg	gw18_2	1.81104	0	0.167	1.29928	0.725	0.558	1.39388
STMN1	parietal	rg	gw18_2	0.79278	0	0.001	1.00102	0.98	0.979	0.79197
CD24	parietal	rg	gw18_2	0.75891	0	0.089	1.21241	0.508	0.419	0.62595
MT-ND1	parietal	rg	gw18_2	0.56541	0	0.003	1.00305	0.987	0.984	0.56369
TUBB	parietal	rg	gw18_2	0.44574	0	0.01	1.01046	0.966	0.956	0.44113
RTN1	parietal	rg	gw18_2	0.44163	0	0.043	1.05527	0.821	0.778	0.4185
HNRNPH1	parietal	rg	gw18_2	0.43301	0	-0.003	0.99532	0.638	0.641	0.43504
MT-ATP6	parietal	rg	gw18_2	0.41407	0	0.001	1.001	0.999	0.998	0.41366000000000003
MT-CO3	parietal	rg	gw18_2	0.39138	0	0.001	1.001	1	0.999	0.39099
CRMP1	parietal	rg	gw18_2	0.38796	0	-0.016	0.97198	0.555	0.571	0.39915
PCSK1N	parietal	rg	gw18_2	0.37063	0	-0.027	0.95903	0.632	0.659	0.38647
POU3F2	parietal	rg	gw18_2	0.36877	0	0.031	1.05784	0.567	0.536	0.34861
ELAVL3	parietal	rg	gw18_2	0.34524	0	-0.006	0.98891	0.535	0.541	0.34911
MT-ND5	parietal	rg	gw18_2	0.34428	0	-0.018	0.98123	0.941	0.959	0.35086
HN1	parietal	rg	gw18_2	0.33633	0	-0.031	0.96593	0.879	0.91	0.3482
YBX1	parietal	rg	gw18_2	0.33518	0	-0.007	0.99294	0.984	0.991	0.33756
PAFAH1B3	parietal	rg	gw18_2	0.33387	0	-0.046	0.94342	0.767	0.813	0.3539
MAP2	parietal	rg	gw18_2	0.33207	0	-0.029	0.95898	0.678	0.707	0.34627
GPM6A	parietal	rg	gw18_2	0.32599	0	-0.031	0.96224	0.79	0.821	0.33879
MT-ND2	parietal	rg	gw18_2	0.32424	0	-0.014	0.9854	0.945	0.959	0.32905
CALM2	parietal	rg	gw18_2	0.31888	0	-0.023	0.9743	0.872	0.895	0.32729
DPYSL2	parietal	rg	gw18_2	0.31244	0	-0.031	0.95533	0.663	0.694	0.32705
ENC1	parietal	rg	gw18_2	0.30857	0	-0.026	0.96248	0.667	0.693	0.3206
NREP	parietal	rg	gw18_2	0.30708	0	-0.017	0.96881	0.528	0.545	0.31697
NR2F1	parietal	rg	gw18_2	0.30195	0	-0.025	0.96571	0.704	0.729	0.31267
PPP1R14B	parietal	rg	gw18_2	0.30055	0	-0.048	0.93725	0.717	0.765	0.32067
AKAP9	parietal	rg	gw18_2	0.29949	0	0.002	1.00377	0.533	0.531	0.29836
UCHL1	parietal	rg	gw18_2	0.29633	0	-0.034	0.95718	0.76	0.794	0.30959
NFIB	parietal	rg	gw18_2	0.29185	0	-0.061	0.93192	0.835	0.896	0.31317
MT-ND4	parietal	rg	gw18_2	0.28318	0	0	1	0.996	0.996	0.28318
TUBA1B	parietal	rg	gw18_2	0.27786	0	0	1	0.893	0.893	0.27786
HES1	parietal	rg	gw18_2	0.26932	0	-0.208	0.77896	0.733	0.941	0.34575
TMSB4X	parietal	rg	gw18_2	0.26748	0	0	1	0.997	0.997	0.26748
MT-CO1	parietal	rg	gw18_2	0.26343	0	0.003	1.00301	1	0.997	0.26264
CSRP2	parietal	rg	gw18_2	0.25951	0	-0.04	0.92844	0.519	0.559	0.27952
DPYSL3	parietal	rg	gw18_2	0.25631	0	-0.021	0.96196	0.531	0.552	0.26644
TUBA1A	parietal	rg	gw18_2	0.25518	0	0	1	1	1	0.25518
SCG5	parietal	rg	gw18_2	0.2502	0	-0.044	0.91389	0.467	0.511	0.27378
AES	parietal	rg	gw18_2	0.25009	0	-0.027	0.95431	0.564	0.591	0.26206
CEP170	parietal	rg	gw18_2	0.24857	0	-0.041	0.93853	0.626	0.667	0.26485
DAAM1	parietal	rg	gw18_2	0.23666	0	-0.038	0.93881	0.583	0.621	0.25208
RCN2	parietal	rg	gw19	3.32368	0	0.516	3.45714	0.726	0.21	0.9614
C1QBP	parietal	rg	gw19	2.77608	0	0.452	4.07483	0.599	0.147	0.68128
SRSF9	parietal	rg	gw19	2.4195	0	0.418	3.25946	0.603	0.185	0.7423
EIF4A3	parietal	rg	gw19	2.05641	0	0.369	3.61702	0.51	0.141	0.56854
PRELID1	parietal	rg	gw19	2.0407	0	0.46	3.2439	0.665	0.205	0.62909
CYR61	parietal	rg	gw19	2.00961	0	0.291	1.59146	0.783	0.492	1.26274
KLHDC2	parietal	rg	gw19	1.84853	0	0.377	3.15429	0.552	0.175	0.58604
CYC1	parietal	rg	gw19	1.82666	0	0.437	2.86752	0.671	0.234	0.63702
NME4	parietal	rg	gw19	1.74903	0	0.403	2.69328	0.641	0.238	0.64941
RANBP1	parietal	rg	gw19	1.7182	0	0.423	2.01196	0.841	0.418	0.85399
MRPS34	parietal	rg	gw19	1.71101	0	0.372	2.83251	0.575	0.203	0.60406
FGFBP3	parietal	rg	gw19	1.70927	0	0.406	2.21194	0.741	0.335	0.77275
MARCKSL1	parietal	rg	gw19	1.69045	0	0.307	1.443	1	0.693	1.17148
METTL9	parietal	rg	gw19	1.61775	0	0.415	2.38333	0.715	0.3	0.67878
SRSF2	parietal	rg	gw19	1.53232	0	0.413	1.96047	0.843	0.43	0.78161
RCN1	parietal	rg	gw19	1.50165	0	0.42	2.30841	0.741	0.321	0.65051
IER2	parietal	rg	gw19	1.47695	0	0.223	1.38648	0.8	0.577	1.06525
AP1S2	parietal	rg	gw19	1.45912	0	0.345	2.35827	0.599	0.254	0.61872
JUNB	parietal	rg	gw19	1.41813	0	0.233	1.81185	0.52	0.287	0.7827
DUT	parietal	rg	gw19	1.36425	0	0.373	2.29066	0.662	0.289	0.59557
CENPV	parietal	rg	gw19	1.31706	0	0.408	2.51673	0.677	0.269	0.52332
NDFIP1	parietal	rg	gw19	1.26235	0	0.382	2.02139	0.756	0.374	0.6245
PGLS	parietal	rg	gw19	1.26128	0	0.326	2.46847	0.548	0.222	0.51096
TSPAN5	parietal	rg	gw19	1.19086	0	0.382	2.02139	0.756	0.374	0.58913
ARL5A	parietal	rg	gw19	1.16415	0	0.31	2.41553	0.529	0.219	0.48194
MTCH1	parietal	rg	gw19	1.1248	0	0.322	2.18382	0.594	0.272	0.51506
RRAGA	parietal	rg	gw19	1.10336	0	0.34	2.26394	0.609	0.269	0.48736
YBX1	parietal	rg	gw19	1.09855	0	0.294	1.41761	0.998	0.704	0.77493
LY6H	parietal	rg	gw19	1.08341	0	0.314	2.24111	0.567	0.253	0.48342
TSEN34	parietal	rg	gw19	1.07215	0	0.312	2.21401	0.569	0.257	0.48426
CST3	parietal	rg	gw19	1.04115	0	0.245	1.48611	0.749	0.504	0.70059
PFN1	parietal	rg	gw19	1.01379	0	0.356	1.79287	0.805	0.449	0.56546
ITM2B	parietal	rg	gw19	1.01306	0	0.346	1.71193	0.832	0.486	0.59176
SNX3	parietal	rg	gw19	0.94182	0	0.29	1.49404	0.877	0.587	0.63038
PHLDA1	parietal	rg	gw19	0.94098	0	0.311	1.92285	0.648	0.337	0.48937
RTN4	parietal	rg	gw19	0.93183	0	0.165	1.2032	0.977	0.812	0.77446
SOX2	parietal	rg	gw19	0.90699	0	0.201	1.2607	0.972	0.771	0.71943
BTG1	parietal	rg	gw19	0.87728	0	0.335	1.66206	0.841	0.506	0.52783
PDIA3	parietal	rg	gw19	0.86064	0	0.314	1.70089	0.762	0.448	0.50599
HSPB1	parietal	rg	gw19	0.85682	0	0.257	1.38822	0.919	0.662	0.61721
NKAIN3	parietal	rg	gw19	0.84521	0	0.261	1.53157	0.752	0.491	0.55186
C19orf43	parietal	rg	gw19	0.83618	0	0.346	1.77578	0.792	0.446	0.47088
CLTA	parietal	rg	gw19	0.835	0	0.317	1.80051	0.713	0.396	0.46376
TTYH1	parietal	rg	gw19	0.82986	0	0.196	1.27184	0.917	0.721	0.65249
GCSH	parietal	rg	gw19	0.82192	0	0.295	1.80381	0.662	0.367	0.45566
AKIRIN2	parietal	rg	gw19	0.81569	0	0.284	2.07576	0.548	0.264	0.39296
UQCRFS1	parietal	rg	gw19	0.81344	0	0.293	2.00687	0.584	0.291	0.40533
JUN	parietal	rg	gw19	0.8073	0	0.082	1.09162	0.977	0.895	0.73954
HMGN1	parietal	rg	gw19	0.80663	0	0.279	1.42857	0.93	0.651	0.56464
MRPS26	parietal	rg	gw19	0.79644	0	0.272	1.95775	0.556	0.284	0.40682
SMARCB1	parietal	rg	gw19	0.79288	0	0.284	1.90159	0.599	0.315	0.41696
CKB	parietal	rg	gw19	0.78073	0	0.14	1.16432	0.992	0.852	0.67055
TERF2IP	parietal	rg	gw19	0.77988	0	0.336	1.92562	0.699	0.363	0.405
NR2F1	parietal	rg	gw19	0.77453	0	0.278	1.96864	0.565	0.287	0.39344
JTB	parietal	rg	gw19	0.76873	0	0.306	1.97452	0.62	0.314	0.38932
GBAS	parietal	rg	gw19	0.75641	0	0.259	1.88396	0.552	0.293	0.4015
ARF5	parietal	rg	gw19	0.74698	0	0.27	1.83851	0.592	0.322	0.4063
PAIP1	parietal	rg	gw19	0.74043	0	0.259	2.01569	0.514	0.255	0.36733
FHL1	parietal	rg	gw19	0.73994	0	0.251	1.74925	0.586	0.335	0.423
VCP	parietal	rg	gw19	0.7058	0	0.247	1.78165	0.563	0.316	0.39615
AKAP12	parietal	rg	gw19	0.70063	0	0.228	1.38514	0.82	0.592	0.50582
TSPAN3	parietal	rg	gw19	0.69791	0	0.284	1.46711	0.892	0.608	0.47571
NFE2L2	parietal	rg	gw19	0.6913	0	0.25	1.75758	0.58	0.33	0.39333
SNRNP70	parietal	rg	gw19	0.68536	0	0.294	1.77165	0.675	0.381	0.38685
RDX	parietal	rg	gw19	0.68263	0	0.285	1.54389	0.809	0.524	0.44215
PGRMC1	parietal	rg	gw19	0.67112	0	0.247	1.8917	0.524	0.277	0.35477
RHOBTB3	parietal	rg	gw19	0.65688	0	0.234	1.86347	0.505	0.271	0.3525
IQGAP2	parietal	rg	gw19	0.64546	0	0.247	1.5771	0.675	0.428	0.40927
VAPA	parietal	rg	gw19	0.62266	0	0.257	1.56608	0.711	0.454	0.39759
RPS2	parietal	rg	gw19	0.61746	0	0.227	1.29366	1	0.773	0.47729
UBE2D2	parietal	rg	gw19	0.61073	0	0.291	1.66287	0.73	0.439	0.36727
FTH1	parietal	rg	gw19	0.60962	0	0.193	1.23916	1	0.807	0.49196
DKK3	parietal	rg	gw19	0.60587	0	0.224	1.66469	0.561	0.337	0.36396
PPP2CA	parietal	rg	gw19	0.58016	0	0.267	1.78529	0.607	0.34	0.32497
HLA-A	parietal	rg	gw19	0.57768	0	0.215	1.49425	0.65	0.435	0.3866
SMC4	parietal	rg	gw19	0.57525	0	0.211	1.59605	0.565	0.354	0.36042
PYURF	parietal	rg	gw19	0.57193	0	0.265	1.60227	0.705	0.44	0.35695
DUSP1	parietal	rg	gw19	0.55409	0	0.185	1.54094	0.527	0.342	0.35958
B2M	parietal	rg	gw19	0.54104	0	0.192	1.26966	0.904	0.712	0.42613
RHEB	parietal	rg	gw19	0.5401	0	0.207	1.29957	0.898	0.691	0.4156
GADD45GIP1	parietal	rg	gw19	0.53829	0	0.251	1.87153	0.539	0.288	0.28762
NRG1	parietal	rg	gw19	0.5367	0	0.167	1.34576	0.65	0.483	0.39881
IDH2	parietal	rg	gw19	0.53573	0	0.263	1.61882	0.688	0.425	0.33094
LSM4	parietal	rg	gw19	0.52164	0	0.23	1.57789	0.628	0.398	0.33059
PLPP3	parietal	rg	gw19	0.52082	0	0.218	1.51294	0.643	0.425	0.34424
CD99	parietal	rg	gw19	0.52039	0	0.18	1.30457	0.771	0.591	0.3989
NCOR1	parietal	rg	gw19	0.517	0	0.272	1.61678	0.713	0.441	0.31977
C7orf50	parietal	rg	gw19	0.50978	0	0.211	1.5927	0.567	0.356	0.32008
WHSC1L1	parietal	rg	gw19	0.50023	0	0.267	1.63121	0.69	0.423	0.30666
VIM	parietal	rg	gw19	0.49796	0	0.025	1.0258	0.994	0.969	0.48544
CHMP4B	parietal	rg	gw19	0.49688	0	0.213	1.61739	0.558	0.345	0.30721
MFGE8	parietal	rg	gw19	0.48459	1e-5	0.151	1.37284	0.556	0.405	0.35298
PDIA6	parietal	rg	gw19	0.47028	0	0.219	1.39674	0.771	0.552	0.3367
HNRNPD	parietal	rg	gw19	0.46769	0	0.243	1.6199	0.635	0.392	0.28871
GFAP	parietal	rg	gw19	0.46396	1e-5	0.162	1.31154	0.682	0.52	0.35375
KIF5B	parietal	rg	gw19	0.46304	0	0.239	1.46408	0.754	0.515	0.31627
TAGLN2	parietal	rg	gw19	0.45873	0	0.174	1.31985	0.718	0.544	0.34756
H2AFV	parietal	rg	gw19	0.45792	0	0.199	1.55742	0.556	0.357	0.29403
